"","loc","year","srad_mean_growingseason","srad_sum_growingseason","tmax_mean_growingseason","tmin_mean_growingseason","vp_mean_growingseason","dayl_mean_growingseason","prcp_sum_growingseason","srad_mean_April","srad_sum_April","tmax_mean_April","tmin_mean_April","vp_mean_April","dayl_mean_April","prcp_sum_April","srad_mean_May","srad_sum_May","tmax_mean_May","tmin_mean_May","vp_mean_May","dayl_mean_May","prcp_sum_May","srad_mean_June","srad_sum_June","tmax_mean_June","tmin_mean_June","vp_mean_June","dayl_mean_June","prcp_sum_June","srad_mean_July","srad_sum_July","tmax_mean_July","tmin_mean_July","vp_mean_July","dayl_mean_July","prcp_sum_July","srad_mean_August","srad_sum_August","tmax_mean_August","tmin_mean_August","vp_mean_August","dayl_mean_August","prcp_sum_August","srad_mean_September","srad_sum_September","tmax_mean_September","tmin_mean_September","vp_mean_September","dayl_mean_September","prcp_sum_September","srad_mean_October","srad_sum_October","tmax_mean_October","tmin_mean_October","vp_mean_October","dayl_mean_October","prcp_sum_October","srad_mean_November","srad_sum_November","tmax_mean_November","tmin_mean_November","vp_mean_November","dayl_mean_November","prcp_sum_November","srad_mean_April_May","srad_sum_April_May","tmax_mean_April_May","tmin_mean_April_May","vp_mean_April_May","dayl_mean_April_May","prcp_sum_April_May","srad_mean_June_July","srad_sum_June_July","tmax_mean_June_July","tmin_mean_June_July","vp_mean_June_July","dayl_mean_June_July","prcp_sum_June_July","srad_mean_August_September","srad_sum_August_September","tmax_mean_August_September","tmin_mean_August_September","vp_mean_August_September","dayl_mean_August_September","prcp_sum_August_September","srad_mean_October_November","srad_sum_October_November","tmax_mean_October_November","tmin_mean_October_November","vp_mean_October_November","dayl_mean_October_November","prcp_sum_October_November","srad_mean_April_May_June_July","srad_sum_April_May_June_July","tmax_mean_April_May_June_July","tmin_mean_April_May_June_July","vp_mean_April_May_June_July","dayl_mean_April_May_June_July","prcp_sum_April_May_June_July","srad_mean_August_September_October_November","srad_sum_August_September_October_November","tmax_mean_August_September_October_November","tmin_mean_August_September_October_November","vp_mean_August_September_October_November","dayl_mean_August_September_October_November","prcp_sum_August_September_October_November"
"307","Beeville, TX",1990,376.92393442623,91969.44,31.4879918032787,19.5635245901639,2344.60754098361,45251.3943032787,687.98,397.791,11933.73,26.6366666666667,16.4686666666667,1904.53166666667,45599.2833333333,158.49,400.28064516129,12408.7,31.2648387096774,21.2551612903226,2567.80870967742,48229.5167741936,35.13,423.691,12710.73,36.5536666666667,23.925,2969,49576.0543333333,12.33,355.755483870968,11028.42,33.9477419354839,22.7706451612903,2656.36612903226,49031.6516129032,327.19,424.941290322581,13173.18,35.3038709677419,23.1190322580645,2831.50741935484,46822.9074193548,4.67,358.787666666667,10763.63,33.277,21.59,2596.942,43823.4773333333,75.13,380.756774193548,11803.46,29.3532258064516,14.281935483871,1676.17709677419,40704.2551612903,30.69,271.586333333333,8147.59,25.4363333333333,12.992,1542.74633333333,38097.9166666667,44.35,399.056229508197,24342.43,28.9886885245902,18.9011475409836,2241.6068852459,46935.9593442623,193.62,389.166393442623,23739.15,35.2293442622951,23.3383606557377,2810.12049180328,49299.3906557377,339.52,392.406721311475,23936.81,34.3070491803279,22.3670491803279,2716.14737704918,45347.7778688525,79.8,327.066393442623,19951.05,27.4268852459016,13.6475409836066,1610.55540983607,39422.4493442623,75.04,394.11131147541,48081.58,32.1090163934426,21.1197540983607,2525.86368852459,48117.675,533.14,359.736557377049,43887.86,30.8669672131148,18.0072950819672,2163.35139344262,42385.1136065574,154.84
"308","Belle Mina, AL",1990,378.299057377049,92304.97,27.633606557377,13.4288114754098,1641.80795081967,45833.7365983607,636.45,429.905333333333,12897.16,21.8633333333333,7.79066666666667,1106.71166666667,46269.9483333333,96.08,399.768387096774,12392.82,25.1377419354839,12.9609677419355,1529.52387096774,49652.6041935484,114.67,431.853666666667,12955.61,31.3053333333333,17.748,2058.81533333333,51397.3386666667,70.97,390.795806451613,12114.67,32.4354838709677,19.4587096774194,2272.84387096774,50690.6080645161,100.84,434.043548387097,13455.35,34.2716129032258,19.0845161290323,2175.02774193548,47840.32,10.69,362.594333333333,10877.83,31.57,16.3576666666667,1869.74466666667,43997.1796666667,60.32,307.901612903226,9544.95,23.6625806451613,9.11774193548387,1224.52612903226,40006.3564516129,93.6,268.886,8066.58,20.657,4.682,876.114,36653.706,89.28,414.589836065574,25289.98,23.5273770491803,10.4181967213115,1321.58344262295,47989.0029508197,210.75,410.988196721311,25070.28,31.8796721311475,18.6173770491803,2167.58393442623,51038.1804918033,171.81,398.904590163934,24333.18,32.9429508196721,17.7434426229508,2024.88852459016,45950.2509836066,71.01,288.713606557377,17611.53,22.1844262295082,6.93622950819672,1053.17590163934,38357.5119672131,182.88,412.789016393443,50360.26,27.7035245901639,14.5177868852459,1744.58368852459,49513.5917213115,382.56,343.809098360656,41944.71,27.5636885245902,12.3398360655738,1539.03221311475,42153.8814754098,253.89
"309","Bossier City, LA",1990,375.989139344262,91741.35,29.2195491803279,15.824631147541,1928.87770491803,45626.2156147541,929.98,425.273,12758.19,24.4236666666667,10.8503333333333,1350.80333333333,46031.765,113.1,393.122903225806,12186.81,27.4845161290323,16.0974193548387,1863.99290322581,49145.8570967742,182.21,413.93,12417.9,33.004,21.252,2543.141,50747.4246666667,120.85,395.521290322581,12261.16,33.3158064516129,21.1235483870968,2519.86387096774,50099.1635483871,89.74,407.443870967742,12630.76,34.7212903225806,20.8670967741935,2485.34580645161,47478.6261290323,66.65,349.222333333333,10476.67,32.6806666666667,19.3426666666667,2299.433,43935.5346666667,72,356.804838709677,11060.95,25.8232258064516,9.73935483870968,1294.38225806452,40254.2322580645,88.42,264.963666666667,7948.91,22.1543333333333,7.17366666666667,1059.12366666667,37168.021,197.01,408.934426229508,24945,25.9791803278689,13.5168852459016,1611.60459016393,47614.3363934426,295.31,404.574754098361,24679.06,33.1624590163934,21.1867213114754,2531.31163934426,50417.9804918033,210.59,378.810327868852,23107.43,33.7177049180328,20.1173770491803,2393.91327868852,45736.1221311475,138.65,311.637049180328,19009.86,24.0188524590164,8.47754098360656,1178.68131147541,38736.423442623,285.43,406.754590163934,49624.06,29.5708196721311,17.3518032786885,2071.4581147541,49016.158442623,505.9,345.22368852459,42117.29,28.8682786885246,14.2974590163934,1786.29729508197,42236.2727868852,424.08
"310","Chickasha, OK",1990,370.892581967213,90497.79,28.2681967213115,14.7450819672131,1820.10848360656,45874.3105737705,695.15,405.138333333333,12154.15,21.9916666666667,8.647,1175.701,46316.4016666667,131.13,425.141290322581,13179.38,26.7,14.121935483871,1674.34870967742,49751.6287096774,125.68,400.164666666667,12004.94,34.17,21.1926666666667,2559.86733333333,51524.5356666667,49.24,395.261612903226,12253.11,33.7683870967742,20.5454838709677,2447.18419354839,50806.2835483871,90.39,383.415806451613,11885.89,33.4364516129032,20.5751612903226,2432.39258064516,47910.9135483871,94.23,360.735666666667,10822.07,32.1036666666667,17.9373333333333,2076.46866666667,44009.196,93.94,339.815483870968,10534.28,23.8703225806452,8.91548387096774,1204.75387096774,39958.0090322581,49.94,255.465666666667,7663.97,19.9483333333333,5.853,974.21,36553.1966666667,60.6,415.303770491803,25333.53,24.3844262295082,11.4293442622951,1429.11213114754,48062.1727868852,256.81,397.672950819672,24258.05,33.9659016393443,20.8637704918033,2502.60213114754,51159.522295082,139.63,372.261639344262,22707.96,32.7809836065574,19.277868852459,2257.34803278689,45992.0360655738,188.17,298.331967213115,18198.25,21.9414754098361,7.40934426229508,1091.37163934426,38283.511147541,110.54,406.488360655738,49591.58,29.1751639344262,16.1465573770492,1965.85713114754,49610.8475409836,396.44,335.296803278689,40906.21,27.3612295081967,13.343606557377,1674.35983606557,42137.7736065574,298.71
"311","Clarkdale, LA",1990,449.198524590164,109604.44,22.423893442623,4.04040983606557,763.524959016393,45903.565,523.32,535.776666666667,16073.3,16.9066666666667,0.0759999999999999,584.258333333333,46349.8713333333,74.6,557.20935483871,17273.49,20.5654838709677,1.96354838709677,593.371935483871,49823.0138709677,12.81,543.034333333333,16291.03,29.1076666666667,7.38433333333333,634.979,51616.272,0,429.573870967742,13316.79,28.5990322580645,10.8790322580645,1025.83806451613,50889.6932258064,197.99,447.871935483871,13884.03,26.8193548387097,8.52838709677419,1109.18096774194,47961.7864516129,74.31,387.325666666667,11619.77,24.6386666666667,7.82266666666667,1074.12666666667,44017.853,135.61,400.735161290323,12422.79,19.8729032258064,0.044516129032258,623.180967741935,39923.1758064516,3.32,290.774666666667,8723.24,12.676,-4.55033333333333,453.348,36480.7406666667,24.68,546.66868852459,33346.79,18.7660655737705,1.03524590163934,588.889836065574,48114.9109836066,87.41,485.374098360656,29607.82,28.8491803278689,9.16032786885246,833.612295081967,51247.0270491803,197.99,418.095081967213,25503.8,25.7468852459016,8.18131147540984,1091.94114754098,46022.1470491803,209.92,346.656229508197,21146.03,16.3334426229508,-2.21524590163934,539.656557377049,38230.1749180328,28,516.021393442623,62954.61,23.8076229508197,5.0977868852459,711.25106557377,49680.9690163934,285.4,382.375655737705,46649.83,21.0401639344262,2.98303278688525,815.798852459016,42126.1609836066,237.92
"312","College Station, TX",1990,378.238975409836,92290.31,30.4574590163934,18.1786885245902,2129.11807377049,45450.0728688525,607.92,425.362,12760.86,25.351,13.7596666666667,1620.56933333333,45828.87,110.58,393.444193548387,12196.77,29.9751612903226,19.3932258064516,2299.51451612903,48715.3929032258,73.52,427.487333333333,12824.62,35.313,22.759,2767.313,50196.5773333333,32.3,377.874193548387,11714.1,33.9764516129032,22.0770967741935,2602.73483870968,49597.3858064516,86.71,433.815806451613,13448.29,36.0632258064516,22.6609677419355,2344.68290322581,47170.8461290323,27.97,333.081666666667,9992.45,32.4626666666667,20.979,2431.697,43882.9836666667,134.19,365.41935483871,11328,26.9538709677419,12.8909677419355,1593.48806451613,40465.3651612903,70.77,267.507333333333,8025.22,23.393,10.766,1362.14666666667,37604.872,71.88,409.141475409836,24957.63,27.7009836065574,16.6226229508197,1965.60704918033,47295.7914754098,184.1,402.274098360656,24538.72,34.6337704918033,22.4124590163934,2683.67491803279,49892.0701639344,119.01,384.274426229508,23440.74,34.2924590163934,21.8337704918033,2387.47672131148,45553.8645901639,162.16,317.265901639344,19353.22,25.2026229508197,11.8459016393443,1479.71360655738,39058.5652459016,142.65,405.707786885246,49496.35,31.1673770491803,19.5175409836066,2324.64098360656,48593.9308196721,303.11,350.770163934426,42793.96,29.7475409836066,16.8398360655738,1933.59516393443,42306.2149180328,304.81
"313","Dallas, TX",1990,370.535327868852,90410.62,29.6001639344262,17.3201639344262,2056.65159836066,45648.1150819672,831.52,390.765333333333,11722.96,23.126,11.8283333333333,1431.216,46056.945,221.97,407.568387096774,12634.62,28.0332258064516,16.7761290322581,1959.0035483871,49199.3551612903,209.72,398.633,11958.99,34.0373333333333,22.446,2728.19633333333,50815.9613333333,83.8,404.694516129032,12545.53,34.3393548387097,21.8687096774194,2640.19806451613,50161.5635483871,34.92,399.348709677419,12379.81,35.3638709677419,22.6654838709677,2730.95,47516.8441935484,60.31,350.511333333333,10515.34,32.8926666666667,20.921,2235.43066666667,43942.0536666667,33.11,359.281612903226,11137.73,26.5409677419355,12.0670967741935,1441.88161290323,40228.0274193548,47.76,250.521333333333,7515.64,22.272,9.852,1268.15566666667,37113.726,139.93,399.304590163934,24357.58,25.6198360655738,14.3427868852459,1699.43590163934,47653.9075409836,431.69,401.713442622951,24504.52,34.1908196721311,22.1526229508197,2683.47590163934,50483.3985245902,118.72,375.330327868852,22895.15,34.1485245901639,21.8075409836066,2487.25196721311,45758.7504918033,93.42,305.792950819672,18653.37,24.4414754098361,10.9777049180328,1356.44262295082,38696.4037704918,187.69,400.509016393443,48862.1,29.9053278688525,18.2477049180328,2191.45590163934,49068.6530327869,550.41,340.561639344262,41548.52,29.295,16.3926229508197,1921.84729508197,42227.5771311475,281.11
"314","El Paso, TX",1990,434.018319672131,105900.47,29.9865573770492,13.8760655737705,989.698114754098,45555.8815983607,234.34,494.277666666667,14828.33,27.587,9.78133333333333,447.207666666667,45950.8256666667,10.86,511.553870967742,15858.17,31.1796774193548,13.288064516129,576.271935483871,48974.0087096774,6.48,495.589,14867.67,38.7493333333333,20.7803333333333,954.493666666667,50527.387,0,437.077096774194,13549.39,33.8383870967742,19.938064516129,915.795161290323,49898.7777419355,63.22,445.920322580645,13823.53,31.7448387096774,17.8964516129032,1364.26903225806,47355.8119354839,58.45,393.836666666667,11815.1,30.3716666666667,16.4516666666667,1677.573,43914.5743333333,61.86,395.515806451613,12260.99,26.3683870967742,8.82516129032258,1162.48290322581,40338.4593548387,25.16,296.576333333333,8897.29,19.947,3.89933333333333,817.490666666667,37342.4236666667,8.31,503.05737704918,30686.5,29.4127868852459,11.5634426229508,512.797704918033,47487.1973770492,17.34,465.853442622951,28417.06,36.253606557377,20.3522950819672,934.827213114754,50207.9298360656,63.22,420.305409836066,25638.63,31.0695081967213,17.1859016393443,1518.35295081967,45663.4,120.31,346.857049180328,21158.28,23.2103278688525,6.40262295081967,992.814590163934,38864.9991803279,33.47,484.455409836066,59103.56,32.8331967213115,15.957868852459,723.812459016394,48847.5636065574,80.56,383.581229508197,46796.91,27.1399180327869,11.794262295082,1255.5837704918,42264.1995901639,153.78
"315","Florence, SC",1990,373.197336065574,91060.15,28.9218032786885,14.9792213114754,1767.00868852459,45787.8968442623,870.35,439.051333333333,13171.54,24.6833333333333,8.916,1127.45366666667,46217.4183333333,57.46,396.954516129032,12305.59,28.6932258064516,14.7206451612903,1676.45032258065,49540.7080645161,94.63,442.746333333333,13282.39,32.6576666666667,18.1203333333333,1991.686,51253.6863333333,9.91,383.436774193548,11886.54,34.5854838709677,21.5441935483871,2394.33290322581,50559.9358064516,59.76,358.684838709677,11119.23,32.9416129032258,20.9729032258065,2463.44935483871,47760.5135483871,206.64,383.624333333333,11508.73,30.175,16.5026666666667,1941.06066666667,43983.5883333333,49.52,294.422580645161,9127.1,25.8187096774194,13.0948387096774,1576.89064516129,40061.0258064516,321.81,288.634333333333,8659.03,21.6076666666667,5.615,929.976333333333,36767.2786666667,70.62,417.657868852459,25477.13,26.7211475409836,11.8659016393443,1406.45196721311,47906.3032786885,152.09,412.605409836066,25168.93,33.6373770491803,19.8603278688525,2196.30983606557,50901.1245901639,69.67,370.950163934426,22627.96,31.5809836065574,18.7744262295082,2206.5368852459,45903.0093442623,256.16,291.575901639344,17786.13,23.7477049180328,9.41622950819672,1258.73606557377,38441.1501639344,392.43,415.131639344262,50646.06,30.179262295082,15.8631147540984,1801.38090163934,49403.7139344262,221.76,331.263032786885,40414.09,27.6643442622951,14.0953278688525,1732.63647540984,42172.0797540984,648.59
"316","Jackson, TN",1990,365.640655737705,89216.3199999999,26.7770081967213,13.6070491803279,1684.16168032787,45933.0503278688,852.06,413.411666666667,12402.35,21.2783333333333,7.80266666666667,1120.916,46383.5846666667,171.93,381.632258064516,11830.6,24.3316129032258,13.0635483870968,1537.32129032258,49894.9538709677,124.91,413.909,12417.27,31.1533333333333,18.685,2182.48833333333,51708.7573333333,122.45,392.377419354839,12163.7,32.1906451612903,20.0232258064516,2367.28580645161,50973.7706451613,112.56,413.265161290323,12811.22,32.4887096774194,18.9925806451613,2216.76774193548,48013.04,27.74,346.493333333333,10394.8,30.6996666666667,16.7546666666667,1974.77766666667,44026.571,53.63,319.045161290323,9890.4,22.2658064516129,7.68838709677419,1109.4064516129,39888.0858064516,141.16,243.532666666667,7305.98,19.669,5.66833333333333,947.859,36407.7176666667,97.68,397.261475409836,24232.95,22.83,10.4762295081967,1332.53180327869,48168.0509836066,296.84,402.966721311475,24580.97,31.6804918032787,19.3650819672131,2276.40180327869,51335.2395081967,235.01,380.426557377049,23206.02,31.6088524590164,17.8919672131148,2097.7562295082,46052.4814754098,81.37,281.907868852459,17196.38,20.9886885245902,6.69491803278688,1029.9568852459,38176.4293442623,238.84,400.114098360656,48813.92,27.2552459016393,14.9206557377049,1804.46680327869,49751.6452459016,531.85,331.167213114754,40402.4,26.2987704918033,12.2934426229508,1563.85655737705,42114.4554098361,320.21
"317","La Mesa, NM",1990,438.695040983607,107041.59,27.7561885245902,10.7106967213115,862.997172131148,45648.1150819672,279.99,499.257,14977.71,24.7166666666667,6.49366666666667,354.081,46056.945,12.19,521.917096774194,16179.43,28.1996774193548,9.64451612903226,450.516129032258,49199.3551612903,20.57,517.762,15532.86,36.319,16.8206666666667,735.787666666667,50815.9613333333,0,416.246129032258,12903.63,31.6683870967742,17.1803225806452,974.435483870968,50161.5635483871,80.27,451.241290322581,13988.48,29.8238709677419,14.8661290322581,1223.20161290323,47516.8441935484,83.65,391.971666666667,11759.15,28.4746666666667,14.03,1562.45233333333,43942.0536666667,55.28,405.592258064516,12573.36,24.5190322580645,5.57032258064516,933.263548387097,40228.0274193548,19.93,304.232333333333,9126.97,18.222,0.932666666666667,665.925333333333,37113.726,8.1,510.772786885246,31157.14,26.4867213114754,8.09491803278689,403.089016393443,47653.9075409836,32.76,466.171967213115,28436.49,33.9555737704918,17.0034426229508,857.067704918033,50483.3985245902,80.27,422.092295081967,25747.63,29.1603278688525,14.4549180327869,1390.0462295082,45758.7504918033,138.93,355.743114754098,21700.33,21.422131147541,3.28950819672131,801.785737704918,38696.4037704918,28.03,488.47237704918,59593.63,30.2211475409836,12.5491803278689,630.078360655738,49068.6530327869,113.03,388.917704918033,47447.96,25.2912295081967,8.8722131147541,1095.91598360656,42227.5771311475,166.96
"318","Lamesa, TX",1990,414.500655737705,101138.16,28.5227459016393,13.5422540983607,1272.44536885246,45648.1150819672,361.7,450.761333333333,13522.84,24.4183333333333,8.71933333333333,1014.408,46056.945,73.5,475.653870967742,14745.27,28.8058064516129,12.431935483871,1334.67774193548,49199.3551612903,17.95,467.468,14024.04,37.0843333333333,20.2323333333333,1556.729,50815.9613333333,0,405.64,12574.84,31.3035483870968,18.8570967741935,1219.99677419355,50161.5635483871,56.06,472.229032258065,14639.1,31.6667741935484,18.1809677419355,1319.77419354839,47516.8441935484,56.4,369.885333333333,11096.56,29.5923333333333,16.648,1699.81733333333,43942.0536666667,98.35,394.623548387097,12233.33,25.091935483871,8.12903225806452,1127.69612903226,40228.0274193548,26.18,276.739333333333,8302.18,20.1263333333333,5.025,909.385,37113.726,33.26,463.411639344262,28268.11,26.6480327868852,10.6060655737705,1177.16803278689,47653.9075409836,91.45,436.047213114754,26598.88,34.1465573770492,19.5334426229508,1385.60278688525,50483.3985245902,56.06,421.89606557377,25735.66,30.6465573770492,17.4270491803279,1506.6806557377,45758.7504918033,154.75,336.647704918033,20535.51,22.6498360655738,6.60245901639344,1020.33,38696.4037704918,59.44,449.729426229508,54866.99,30.3972950819672,15.0697540983607,1281.38540983607,49068.6530327869,147.51,379.271885245902,46271.17,26.6481967213115,12.0147540983607,1263.50532786885,42227.5771311475,214.19
"319","Lubbock, TX",1990,414.196106557377,101063.85,27.9552459016393,12.6195491803279,1178.46028688525,45731.3683196721,290.63,456.851666666667,13705.55,23.1883333333333,7.407,754.244666666667,46152.5753333333,50.17,482.215483870968,14948.68,27.7477419354839,11.2012903225806,998.941935483871,49402.6874193548,25.13,469.684666666667,14090.54,36.5726666666667,19.2966666666667,1393.883,51076.6086666667,14.61,406.592580645161,12604.37,31.34,18.2164516129032,1267.88741935484,50398.8129032258,73.19,461.220967741936,14297.85,31.5087096774194,17.6096774193548,1562.74225806452,47662.0277419355,52.59,380.832,11424.96,29.5903333333333,15.86,1616.43333333333,43966.8083333333,25.43,381.269677419355,11819.36,24.2870967741936,7.21709677419355,1035.77774193548,40128.5106451613,19.74,272.418,8172.54,19.305,4.02266666666667,792.721666666667,36907.3633333333,29.77,469.741475409836,28654.23,25.5054098360656,9.33524590163934,878.599016393443,47804.2716393443,75.3,437.621475409836,26694.91,33.9134426229508,18.7477049180328,1329.85245901639,50732.1550819672,87.8,421.685409836066,25722.81,30.5652459016393,16.7491803278689,1589.14770491803,45844.7067213115,78.02,327.73606557377,19991.9,21.8368852459016,5.64606557377049,916.241967213115,38544.3398360656,49.51,453.681475409836,55349.14,29.7094262295082,14.0414754098361,1104.22573770492,49268.2133606557,163.1,374.710737704918,45714.71,26.2010655737705,11.1976229508197,1252.69483606557,42194.5232786885,127.53
"320","Marana, AZ",1990,416.342950819672,101587.68,33.8523770491803,17.0307786885246,1380.78180327869,45620.7597131148,258.01,472.860333333333,14185.81,29.655,12.0413333333333,753.417333333333,46025.4906666667,11.81,505.539032258065,15671.71,33.4187096774194,15.5051612903226,697.650322580645,49132.5290322581,0,495.582333333333,14867.47,40.864,21.5803333333333,1020.62666666667,50730.3523333333,4.33,400.811935483871,12425.17,37.618064516129,23.8777419354839,1437.33193548387,50083.6180645161,99.68,410.278709677419,12718.64,35.968064516129,21.398064516129,2262.10483870968,47469.1029032258,89.19,377.543,11326.29,35.9103333333333,20.8416666666667,2474.361,43933.9096666667,11.52,373.62,11582.22,31.7658064516129,13.0083870967742,1492.89580645161,40260.7616129032,20.77,293.679,8810.37,25.507,7.80466666666667,895.638,37181.5476666667,20.71,489.467540983607,29857.52,31.5677049180328,13.8016393442623,725.076721311475,47604.4773770492,11.81,447.420327868852,27292.64,39.2144262295082,22.747868852459,1232.39491803279,50401.6840983607,104.01,394.179180327869,24044.93,35.9396721311475,21.1244262295082,2366.4931147541,45730.4832786885,100.71,334.304754098361,20392.59,28.6877049180328,10.4491803278689,1199.16245901639,38746.3940983607,41.48,468.44393442623,57150.16,35.3910655737705,18.2747540983607,978.735819672131,49003.0807377049,115.82,364.241967213115,44437.52,32.3136885245902,15.7868032786885,1782.82778688525,42238.4386885246,142.19
"321","Maricopa, AZ",1990,418.1275,102023.11,34.9997540983607,18.3443852459016,1256.44696721311,45681.2001229508,173.3,468.741333333333,14062.24,30.9136666666667,13.6166666666667,602.459,46094.967,6.88,492.863870967742,15278.78,33.7467741935484,16.6077419354839,721.622903225806,49280.1683870968,1.84,491.070666666667,14732.12,41.529,22.9816666666667,1116.847,50919.5223333333,3.92,428.466774193548,13282.47,39.8490322580645,25.8061290322581,1310.40548387097,50255.8403225806,44.07,443.498709677419,13748.46,38.2464516129032,23.1167741935484,1552.28967741935,47574.5606451613,51.77,372.121666666667,11163.65,37.1826666666667,21.8693333333333,2222.297,43951.8976666667,31.48,363.042258064516,11254.31,32.738064516129,14.0538709677419,1517.20032258065,40188.4603225806,20.5,283.369333333333,8501.08,25.6396666666667,8.496,1005.93,37031.71,12.84,481.000327868852,29341.02,32.3534426229508,15.1367213114754,663.017704918033,47713.6759016393,8.72,459.255573770492,28014.59,40.6752459016393,24.4170491803279,1215.21278688525,50582.2413114754,47.99,408.395245901639,24912.11,37.7232786885246,22.5032786885246,1881.80147540984,45792.9231147541,83.25,323.858852459016,19755.39,29.2470491803279,11.3204918032787,1265.75590163934,38635.9601639344,33.34,470.127950819672,57355.61,36.5143442622951,19.7768852459016,939.115245901639,49147.9586065574,56.71,366.127049180328,44667.5,33.4851639344262,16.9118852459016,1573.77868852459,42214.4416393443,116.59
"322","Pecos, TX",1990,425.485614754098,103818.49,30.7845491803279,14.5311885245902,1157.70704918033,45523.8406967213,348.14,471.437,14143.11,27.2896666666667,10.5823333333333,718.582,45913.9186666667,13.59,515.540967741935,15981.77,32.4303225806452,13.7216129032258,755.922580645161,48895.7061290323,2.77,493.255666666667,14797.67,39.8823333333333,21.6606666666667,1003.37,50427.186,0,421.146774193548,13055.55,33.4877419354839,20.1193548387097,968.662903225806,49807.5041935484,80.15,450.272580645161,13958.45,32.7222580645161,18.5274193548387,1765.31870967742,47299.8264516129,85.42,359.84,10795.2,30.998,17.211,1918.19266666667,43905.0156666667,99.23,394.884193548387,12241.41,27.0825806451613,8.99032258064516,1198.56193548387,40376.8641935484,47.51,294.844333333333,8845.33,22.2973333333333,5.329,931.124333333333,37421.8863333333,19.47,493.850491803279,30124.88,29.902131147541,12.1777049180328,737.558360655738,47429.2532786885,16.36,456.610163934426,27853.22,36.6326229508197,20.8773770491803,985.731967213115,50112.2657377049,80.15,405.797540983607,24753.65,31.874262295082,17.88,1840.50262295082,45630.2473770492,184.65,345.684262295082,21086.74,24.7291803278689,7.18967213114754,1067.03524590164,38923.5963934426,66.98,475.230327868852,57978.1,33.2673770491803,16.5275409836066,861.645163934426,48770.7595081967,96.51,375.740901639344,45840.39,28.3017213114754,12.5348360655738,1453.76893442623,42276.9218852459,251.63
"323","Portageville, MO",1990,362.588442622951,88471.58,26.2331967213115,13.5621721311475,1674.39237704918,46016.8835655738,817.08,409.208333333333,12276.25,20.32,7.45166666666667,1102.60166666667,46479.323,140.57,380.201290322581,11786.24,23.6096774193548,12.6012903225806,1484.93870967742,50099.4370967742,143.97,424.441333333333,12733.24,32.0426666666667,18.9323333333333,2223.09633333333,51971.838,47.4,385.840322580645,11961.05,33.0054838709677,20.2777419354839,2407.67903225806,51212.8551612903,82.65,396.918709677419,12304.48,31.4541935483871,18.9348387096774,2173.90322580645,48158.6364516129,46.58,351.458666666667,10543.76,29.581,16.933,1950.767,44051.3236666667,81.53,318.014516129032,9858.45,21.2806451612903,7.55225806451613,1090.60774193548,39788.4403225806,194.06,233.603666666667,7008.11,18.4246666666667,5.64366666666667,946.226666666667,36200.1536666667,80.32,394.467049180328,24062.49,21.9918032786885,10.0686885245902,1296.90409836066,48319.0531147541,284.54,404.824426229508,24694.29,32.5319672131148,19.6160655737705,2316.9006557377,51586.1254098361,130.05,374.56131147541,22848.24,30.5329508196721,17.9503278688525,2064.16409836066,46138.646557377,128.11,276.500983606557,16866.56,19.8760655737705,6.61360655737705,1019.6006557377,38023.7091803279,274.38,399.645737704918,48756.78,27.2618852459016,14.8423770491803,1806.90237704918,49952.5892622951,414.59,325.531147540984,39714.8,25.2045081967213,12.2819672131148,1541.88237704918,42081.1778688525,402.49
"324","Poston, AZ",1990,419.678196721311,102401.48,35.9508606557377,19.7439754098361,971.817581967213,45770.8494672131,51.69,450.608333333333,13518.25,31.433,15.0046666666667,644.363,46197.8706666667,5.44,486.587419354839,15084.21,34.4229032258065,17.6870967741935,771.832580645161,49499.0890322581,0.11,487.497333333333,14624.92,41.3333333333333,23.093,1117.358,51200.2766666667,2.92,429.864838709677,13325.81,42.2677419354839,27.268064516129,1434.83,50511.3438709677,8.16,440.616129032258,13659.1,40.6948387096774,25.6690322580645,1303.2164516129,47730.8216129032,17.81,409.469666666667,12284.09,38.626,23.2713333333333,1161.732,43978.5306666667,16.41,371.364516129032,11512.3,33.1951612903226,15.7135483870968,759.134516129032,40081.3683870968,0.84,279.76,8392.8,25.408,9.99966666666667,569.349333333333,36809.5206666667,0,468.892786885246,28602.46,32.9524590163934,16.367868852459,709.14262295082,47875.5390163934,5.55,458.20868852459,27950.73,41.8081967213115,25.2147540983607,1278.6962295082,50850.1632786885,11.08,425.298196721311,25943.19,39.6773770491803,24.4898360655738,1233.63393442623,45885.4326229508,34.22,326.313114754098,19905.1,29.3654098360656,12.9034426229508,665.797540983607,38472.2629508197,0.84,463.550737704918,56553.19,37.3803278688525,20.7913114754098,993.919426229508,49362.851147541,16.63,375.805655737705,45848.29,34.521393442623,18.6966393442623,949.715737704918,42178.8477868852,35.06
