year,loc,lat,lon,irrigation,str_emmean,srad_mean_growingseason,srad_sum_growingseason,tmax_mean_growingseason,tmin_mean_growingseason,tamp_mean_growingseason,gdd_mean_growingseason,gdd_sum_growingseason,vp_mean_growingseason,dayl_mean_growingseason,prcp_sum_growingseason,srad_mean_April,srad_sum_April,tmax_mean_April,tmin_mean_April,tamp_mean_April,gdd_mean_April,gdd_sum_April,vp_mean_April,dayl_mean_April,prcp_sum_April,srad_mean_May,srad_sum_May,tmax_mean_May,tmin_mean_May,tamp_mean_May,gdd_mean_May,gdd_sum_May,vp_mean_May,dayl_mean_May,prcp_sum_May,srad_mean_June,srad_sum_June,tmax_mean_June,tmin_mean_June,tamp_mean_June,gdd_mean_June,gdd_sum_June,vp_mean_June,dayl_mean_June,prcp_sum_June,srad_mean_July,srad_sum_July,tmax_mean_July,tmin_mean_July,tamp_mean_July,gdd_mean_July,gdd_sum_July,vp_mean_July,dayl_mean_July,prcp_sum_July,srad_mean_August,srad_sum_August,tmax_mean_August,tmin_mean_August,tamp_mean_August,gdd_mean_August,gdd_sum_August,vp_mean_August,dayl_mean_August,prcp_sum_August,srad_mean_September,srad_sum_September,tmax_mean_September,tmin_mean_September,tamp_mean_September,gdd_mean_September,gdd_sum_September,vp_mean_September,dayl_mean_September,prcp_sum_September,srad_mean_October,srad_sum_October,tmax_mean_October,tmin_mean_October,tamp_mean_October,gdd_mean_October,gdd_sum_October,vp_mean_October,dayl_mean_October,prcp_sum_October,srad_mean_November,srad_sum_November,tmax_mean_November,tmin_mean_November,tamp_mean_November,gdd_mean_November,gdd_sum_November,vp_mean_November,dayl_mean_November,prcp_sum_November,srad_mean_April_May,srad_sum_April_May,tmax_mean_April_May,tmin_mean_April_May,tamp_mean_April_May,gdd_mean_April_May,gdd_sum_April_May,vp_mean_April_May,dayl_mean_April_May,prcp_sum_April_May,srad_mean_June_July,srad_sum_June_July,tmax_mean_June_July,tmin_mean_June_July,tamp_mean_June_July,gdd_mean_June_July,gdd_sum_June_July,vp_mean_June_July,dayl_mean_June_July,prcp_sum_June_July,srad_mean_August_September,srad_sum_August_September,tmax_mean_August_September,tmin_mean_August_September,tamp_mean_August_September,gdd_mean_August_September,gdd_sum_August_September,vp_mean_August_September,dayl_mean_August_September,prcp_sum_August_September,srad_mean_October_November,srad_sum_October_November,tmax_mean_October_November,tmin_mean_October_November,tamp_mean_October_November,gdd_mean_October_November,gdd_sum_October_November,vp_mean_October_November,dayl_mean_October_November,prcp_sum_October_November,srad_mean_April_May_June_July,srad_sum_April_May_June_July,tmax_mean_April_May_June_July,tmin_mean_April_May_June_July,tamp_mean_April_May_June_July,gdd_mean_April_May_June_July,gdd_sum_April_May_June_July,vp_mean_April_May_June_July,dayl_mean_April_May_June_July,prcp_sum_April_May_June_July,srad_mean_August_September_October_November,srad_sum_August_September_October_November,tmax_mean_August_September_October_November,tmin_mean_August_September_October_November,tamp_mean_August_September_October_November,gdd_mean_August_September_October_November,gdd_sum_August_September_October_November,vp_mean_August_September_October_November,dayl_mean_August_September_October_November,prcp_sum_August_September_October_November,region,state
1986,"Beeville, TX",28.4008,97.7483,NA,26.439821942662565,368.950450819672,90023.91,31.0505737704918,19.8905737704918,11.16,10.2423155737705,2499.125,2201.91323770492,45251.3943032787,644.57,407.946666666667,12238.4,29.3573333333333,18.0973333333333,11.26,8.32933333333333,249.88,1130.11033333333,45599.2833333333,17.73,398.105483870968,12341.27,30.0548387096774,19.6609677419355,10.3938709677419,9.35903225806452,290.13,1728.19709677419,48229.5167741936,135.52,367.693,11030.79,32.9193333333333,22.6516666666667,10.2676666666667,12.1855,365.565,2733.74633333333,49576.0543333333,147.15,444.197419354839,13770.12,36.3935483870968,23.1106451612903,13.2829032258065,14.0625806451613,435.94,2833.02838709677,49031.6516129032,0,369.326451612903,11449.12,35.5283870967742,23.0070967741935,12.5212903225806,13.5741935483871,420.8,2814.55516129032,46822.9074193548,110.58,351.372,10541.16,33.863,23.137,10.726,12.9,387,2830.41133333333,43823.4773333333,61.61,332.555483870968,10309.22,27.96,17.0248387096774,10.9351612903226,7.6041935483871,235.73,2021.44741935484,40704.2551612903,120.5,278.127666666667,8343.83,22.137,12.327,9.81,3.80266666666667,114.08,1504.15733333333,38097.9166666667,51.48,402.945409836066,24579.67,29.7118032786885,18.8919672131148,10.8198360655738,8.85262295081967,540.01,1434.05606557377,46935.9593442623,153.25,406.572295081967,24800.91,34.684918032786904,22.8849180327869,11.8,13.1394262295082,801.505,2784.20114754098,49299.3906557377,147.15,360.496393442623,21990.28,34.7093442622951,23.0709836065574,11.6383606557377,13.2426229508197,807.8,2822.35327868852,45347.7778688525,172.19,305.787704918033,18653.05,25.0962295081967,14.7144262295082,10.3818032786885,5.73459016393443,349.81,1767.04245901639,39422.4493442623,171.98,404.758852459016,49380.58,32.1983606557377,20.8884426229508,1379.81,10.9960245901639,1341.515,2109.12860655738,48117.675,300.4,333.142049180328,40643.33,29.9027868852459,18.8927049180328,1343.23,9.48860655737705,1157.61,2294.69786885246,42385.1136065574,344.17,Southwest,Texas
1987,"Beeville, TX",28.4008,97.7483,NA,24.78847495355215,385.229344262295,93995.96,30.9945491803279,18.5973770491803,12.3971721311475,9.86331967213115,2406.65,2096.97,45251.3943032787,585.6,473.118666666667,14193.56,27.868,11.4103333333333,16.4576666666667,6.2985,188.955,1294.40633333333,45599.2833333333,19.74,354.847096774194,11000.26,30.9722580645161,20.2825806451613,10.6896774193548,10.0274193548387,310.85,2207.69225806452,48229.5167741936,83.29,365.750333333333,10972.51,31.7896666666667,22.2956666666667,9.494,11.4426666666667,343.28,2695.28,49576.0543333333,327.61,389.043870967742,12060.36,33.7677419354839,23.5145161290323,10.2532258064516,13.0411290322581,404.275,2902.76516129032,49031.6516129032,69.97,410.225806451613,12717,35.7448387096774,23.831935483871,11.9129032258065,14.1883870967742,439.84,2955.93387096774,46822.9074193548,22.66,399.835333333333,11995.06,33.875,21.2083333333333,12.6666666666667,11.9771666666667,359.315,2256.15066666667,43823.4773333333,15.32,387.528387096774,12013.38,29.8235483870968,14.9022580645161,14.9212903225806,7.46145161290323,231.305,1336.20419354839,40704.2551612903,10.96,301.461,9043.83,23.9043333333333,11.062,12.8423333333333,4.29433333333333,128.83,1093.50366666667,38097.9166666667,36.05,413.013442622951,25193.82,29.4455737704918,15.9191803278689,13.526393442623,8.19352459016393,499.805,1758.53524590164,46935.9593442623,103.03,377.588032786885,23032.87,32.7949180327869,22.9150819672131,9.87983606557377,12.255,747.555,2800.72327868852,49299.3906557377,397.58,405.115737704918,24712.06,34.8252459016393,22.5416393442623,12.283606557377,13.1009016393443,799.155,2611.77819672131,45347.7778688525,37.98,345.200163934426,21057.21,26.9124590163934,13.013606557377,13.8988524590164,5.90385245901639,360.135,1216.84327868852,39422.4493442623,47.01,395.300737704918,48226.69,31.1202459016393,19.417131147541,1427.78,10.224262295082,1247.36,2279.62926229508,48117.675,500.61,375.157950819672,45769.27,30.8688524590164,17.7776229508197,1597.13,9.50237704918033,1159.29,1914.31073770492,42385.1136065574,84.99,Southwest,Texas
1988,"Beeville, TX",28.4008,97.7483,NA,22.57029313537033,406.86143442623,99274.19,32.2650819672131,19.0991393442623,13.1659426229508,10.4707172131148,2554.855,1629.70360655738,45222.7742213115,351.83,477.854333333333,14335.63,29.3453333333333,13.9243333333333,15.421,7.351,220.53,719.038,45697.2916666667,25.32,446.188709677419,13831.85,30.6303225806452,18.0006451612903,12.6296774193548,8.75516129032258,271.41,1121.1335483871,48298.5941935484,31.74,461.690666666667,13850.72,34.2773333333333,21.111,13.1663333333333,12.0941666666667,362.825,1546.727,49589.4343333333,26.39,413.051612903226,12804.6,35.891935483871,23.7606451612903,12.1312903225806,14.2125806451613,440.59,1867.9964516129,48982.6493548387,38.57,432.678064516129,13413.02,36.7683870967742,23.8329032258065,12.9354838709677,14.5206451612903,450.14,1877.58258064516,46733.0625806452,42.72,365.001,10950.03,33.775,21.5,12.275,12.0375,361.125,2305.736,43719.8036666667,145.93,357.149677419355,11071.64,30.2977419354839,16.801935483871,13.4958064516129,8.23645161290323,255.33,1933.23741935484,40606.8390322581,27.38,300.556666666667,9016.7,26.9836666666667,13.6616666666667,13.322,6.43016666666667,192.905,1656.80666666667,38030.184,13.78,461.761967213115,28167.48,29.9983606557377,15.9959016393443,14.0024590163934,8.06459016393443,491.94,923.381639344262,47019.2650819672,57.06,436.972459016393,26655.32,35.097868852459,22.4575409836066,12.6403278688525,13.170737704918,803.415,1709.99508196721,49281.0681967213,64.96,399.394262295082,24363.05,35.2962295081967,22.6855737704918,12.6106557377049,13.2994262295082,811.265,2088.14983606557,45251.1319672131,188.65,329.317049180328,20088.34,28.667868852459,15.2575409836066,13.4103278688525,7.34811475409836,448.235,1797.28786885246,39339.6316393443,41.16,449.367213114754,54822.8,32.5481147540984,19.2267213114754,1625.21,10.6176639344262,1295.355,1316.68836065574,48150.1666393443,122.02,364.355655737705,44451.39,31.9820491803279,18.9715573770492,1587.28,10.3237704918033,1259.5,1942.71885245902,42295.3818032787,229.81,Southwest,Texas
1989,"Beeville, TX",28.4008,97.7483,NA,28.697565862643053,408.521352459016,99679.21,32.2487704918033,19.4088114754098,12.8399590163934,10.6720491803279,2603.98,1489.20094262295,45251.3943032787,233.73,416.839666666667,12505.19,28.4486666666667,15.2353333333333,13.2133333333333,7.16683333333333,215.005,1061.347,45599.2833333333,50.22,450.178709677419,13955.54,33.8170967741936,22.1267741935484,11.6903225806452,12.371935483871,383.53,1335.17193548387,48229.5167741936,18.38,433.585333333333,13007.56,34.6723333333333,22.7416666666667,11.9306666666667,13.107,393.21,1721.17366666667,49576.0543333333,61.03,455.12,14108.72,36.2712903225806,23.2548387096774,13.0164516129032,14.0793548387097,436.46,2011.97774193548,49031.6516129032,5.51,439.95,13638.45,35.848387096774204,22.8861290322581,12.9622580645161,13.7670967741935,426.78,1744.10322580645,46822.9074193548,16.54,413.195666666667,12395.87,33.6886666666667,19.8566666666667,13.832,11.3103333333333,339.31,1660.98366666667,43823.4773333333,36.1,374.725483870968,11616.49,30.4748387096774,15.8509677419355,14.6238709677419,8.32048387096774,257.935,1122.42387096774,40704.2551612903,11.74,281.713,8451.39,24.5216666666667,13.102,11.4196666666667,5.05833333333333,151.75,1247.864,38097.9166666667,34.21,433.782459016393,26460.73,31.1768852459016,18.7375409836066,12.4393442622951,9.81204918032787,598.535,1200.50393442623,46935.9593442623,68.6,444.529180327869,27116.28,35.4849180327869,23.0024590163934,12.4824590163934,13.6011475409836,829.67,1868.9593442623,49299.3906557377,66.54,426.792131147541,26034.32,34.7862295081967,21.3962295081967,13.39,12.5588524590164,766.09,1703.22475409836,45347.7778688525,52.64,328.981639344262,20067.88,27.5470491803279,14.4990163934426,13.0480327868852,6.71614754098361,409.685,1184.11573770492,39422.4493442623,45.95,439.155819672131,53577.01,33.3309016393443,20.87,1520.23,11.7065983606557,1428.205,1534.73163934426,48117.675,135.14,377.886885245902,46102.2,31.1666393442623,17.9476229508197,1612.72,9.6375,1175.775,1443.67024590164,42385.1136065574,98.59,Southwest,Texas
1990,"Beeville, TX",28.4008,97.7483,NA,32.46353577562333,376.92393442623,91969.44,31.4879918032787,19.5635245901639,11.9244672131148,10.3990778688525,2537.375,2344.60754098361,45251.3943032787,687.98,397.791,11933.73,26.6366666666667,16.4686666666667,10.168,6.496,194.88,1904.53166666667,45599.2833333333,158.49,400.28064516129,12408.7,31.2648387096774,21.2551612903226,10.0096774193548,10.7117741935484,332.065,2567.80870967742,48229.5167741936,35.13,423.691,12710.73,36.5536666666667,23.925,12.6286666666667,14.561,436.83,2969,49576.0543333333,12.33,355.755483870968,11028.42,33.9477419354839,22.7706451612903,11.1770967741935,12.7393548387097,394.92,2656.36612903226,49031.6516129032,327.19,424.941290322581,13173.18,35.3038709677419,23.1190322580645,12.1848387096774,13.6004838709677,421.615,2831.50741935484,46822.9074193548,4.67,358.787666666667,10763.63,33.277,21.59,11.687,11.8488333333333,355.465,2596.942,43823.4773333333,75.13,380.756774193548,11803.46,29.3532258064516,14.281935483871,15.0712903225806,7.76532258064516,240.725,1676.17709677419,40704.2551612903,30.69,271.586333333333,8147.59,25.4363333333333,12.992,12.4443333333333,5.3625,160.875,1542.74633333333,38097.9166666667,44.35,399.056229508197,24342.43,28.9886885245902,18.9011475409836,10.0875409836066,8.63844262295082,526.945,2241.6068852459,46935.9593442623,193.62,389.166393442623,23739.15,35.2293442622951,23.3383606557377,11.8909836065574,13.6352459016393,831.75,2810.12049180328,49299.3906557377,339.52,392.406721311475,23936.81,34.3070491803279,22.3670491803279,11.94,12.7390163934426,777.08,2716.14737704918,45347.7778688525,79.8,327.066393442623,19951.05,27.4268852459016,13.6475409836066,13.7793442622951,6.58360655737705,401.6,1610.55540983607,39422.4493442623,75.04,394.11131147541,48081.58,32.1090163934426,21.1197540983607,1340.69,11.1368442622951,1358.695,2525.86368852459,48117.675,533.14,359.736557377049,43887.86,30.8669672131148,18.0072950819672,1568.88,9.66131147540984,1178.68,2163.35139344262,42385.1136065574,154.84,Southwest,Texas
1991,"Beeville, TX",28.4008,97.7483,NA,29.720678632766173,372.433237704918,90873.71,30.8334016393443,19.1609016393443,11.6725,10.0009221311475,2440.225,2291.84069672131,45251.3943032787,617.32,386.671666666667,11600.15,28.303,17.8013333333333,10.5016666666667,7.86066666666667,235.82,2080.83433333333,45599.2833333333,97.13,404.708064516129,12545.95,30.8451612903226,20.3890322580645,10.4561290322581,10.0862903225806,312.675,2346.6764516129,48229.5167741936,51.5,402.627666666667,12078.83,34.0366666666667,22.752,11.2846666666667,12.7943333333333,383.83,2684.04733333333,49576.0543333333,125.12,399.390322580645,12381.1,34.22,22.9625806451613,11.2574193548387,12.9677419354839,402,2767.26483870968,49031.6516129032,60.5,410.147419354839,12714.57,36.178064516129,23.2796774193548,12.8983870967742,14.1141935483871,437.54,2833.83258064516,46822.9074193548,8.67,313.588333333333,9407.65,30.9356666666667,20.4743333333333,10.4613333333333,10.2476666666667,307.43,2456.58333333333,43823.4773333333,175.5,350.761935483871,10873.62,30.5229032258065,16.8293548387097,13.6935483870968,8.4608064516129,262.285,1955.11870967742,40704.2551612903,85.12,309.061333333333,9271.84,21.3446666666667,8.57166666666667,12.773,3.28816666666667,98.645,1185.85033333333,38097.9166666667,13.78,395.837704918033,24146.1,29.5949180327869,19.116393442623,10.4785245901639,8.99172131147541,548.495,2215.93442622951,46935.9593442623,148.63,400.982459016393,24459.93,34.1298360655738,22.8590163934426,11.2708196721311,12.8824590163934,785.83,2726.33819672131,49299.3906557377,185.62,362.659344262295,22122.22,33.5998360655738,21.9,11.6998360655738,12.2126229508197,744.97,2648.30016393443,45347.7778688525,184.17,330.253442622951,20145.46,26.0090163934426,12.7681967213115,13.2408196721311,5.91688524590164,360.93,1576.79,39422.4493442623,98.9,398.410081967213,48606.03,31.8623770491803,20.9877049180328,1326.71,10.9370901639344,1334.325,2471.13631147541,48117.675,334.25,346.456393442623,42267.68,29.8044262295082,17.3340983606557,1521.38,9.06475409836066,1105.9,2112.54508196721,42385.1136065574,283.07,Southwest,Texas
1993,"Beeville, TX",28.4008,97.7483,NA,27.530725956149645,385.870204918033,94152.33,30.3045081967213,18.1704918032787,12.1340163934426,9.4901024590164,2315.585,2056.93159836066,45251.3943032787,556.81,426.806,12804.18,26.2943333333333,13.4296666666667,12.8646666666667,5.80333333333333,174.1,1553.178,45599.2833333333,59.62,382.121612903226,11845.77,28.4183870967742,17.3303225806452,11.088064516129,7.46,231.26,1981.41870967742,48229.5167741936,191.92,342.793666666667,10283.81,31.1386666666667,22.5823333333333,8.55633333333333,11.2605,337.815,2750.15733333333,49576.0543333333,192.98,443.141612903226,13737.39,34.4016129032258,23.3974193548387,11.0041935483871,13.2995161290323,412.285,2878.18225806452,49031.6516129032,8.1,412.465161290323,12786.42,36.3283870967742,23.0374193548387,13.2909677419355,14.0829032258065,436.57,2817.72548387097,46822.9074193548,25.81,396.511666666667,11895.35,34.3713333333333,21.1963333333333,13.175,12.2823333333333,368.47,2117.50066666667,43823.4773333333,22.11,372.831290322581,11557.77,29.6893548387097,16.0058064516129,13.6835483870968,8.20435483870968,254.335,1198.56322580645,40704.2551612903,39.68,308.054666666667,9241.64,21.54,8.14833333333333,13.3916666666667,3.35833333333333,100.75,1137.12166666667,38097.9166666667,16.59,404.097540983607,24649.95,27.3737704918033,15.4119672131148,11.9618032786885,6.64524590163934,405.36,1770.80852459016,46935.9593442623,251.54,393.790163934426,24021.2,32.7968852459016,22.9965573770492,9.80032786885246,12.2967213114754,750.1,2815.21918032787,49299.3906557377,201.08,404.619180327869,24681.77,35.3659016393443,22.1319672131148,13.2339344262295,13.1973770491803,805.04,2473.35262295082,45347.7778688525,47.92,340.97393442623,20799.41,25.6814754098361,12.1414754098361,13.54,5.82106557377049,355.085,1168.34606557377,39422.4493442623,56.27,398.943852459016,48671.15,30.0853278688525,19.204262295082,1327.49,9.47098360655738,1155.46,2293.01385245902,48117.675,452.62,372.796557377049,45481.18,30.5236885245902,17.1367213114754,1633.21,9.50922131147541,1160.125,1820.8493442623,42385.1136065574,104.19,Southwest,Texas
1994,"Beeville, TX",28.4008,97.7483,NA,32.21405928948298,373.624016393443,91164.2599999999,30.9643852459016,19.4351639344262,11.5292213114754,9.96645491803279,2431.815,2297.0368852459,45251.3943032787,666.08,400.977333333333,12029.32,26.9043333333333,15.503,11.4013333333333,6.61633333333333,198.49,1813.04933333333,45599.2833333333,50.47,407.642903225806,12636.93,29.3164516129032,19.1174193548387,10.1990322580645,8.70306451612903,269.795,2242.52677419355,48229.5167741936,129.42,386.089,11582.67,33.6603333333333,22.8776666666667,10.7826666666667,12.669,380.07,2790.48633333333,49576.0543333333,94.33,430.941290322581,13359.18,36.0596774193548,23.5361290322581,12.5235483870968,14.1914516129032,439.935,2895.18516129032,49031.6516129032,0,385.604838709677,11953.75,34.6393548387097,22.78,11.8593548387097,13.1096774193548,406.4,2583.95903225806,46822.9074193548,77.22,379.991333333333,11399.74,32.2476666666667,19.3813333333333,12.8663333333333,10.3266666666667,309.8,2248.14133333333,43823.4773333333,137.96,300.056451612903,9301.75,28.7861290322581,17.4458064516129,11.3403225806452,8.15209677419355,252.715,2062.30548387097,40704.2551612903,173.61,296.697333333333,8900.92,25.9363333333333,14.6686666666667,11.2676666666667,5.82033333333333,174.61,1720.78066666667,38097.9166666667,3.07,404.364754098361,24666.25,28.1301639344262,17.3398360655738,10.7903278688525,7.67680327868852,468.285,2031.30836065574,46935.9593442623,179.89,408.882786885246,24941.85,34.8796721311475,23.2122950819672,11.6673770491803,13.4427049180328,820.005,2843.69393442623,49299.3906557377,94.33,382.844098360656,23353.49,33.4631147540984,21.1085245901639,12.3545901639344,11.7409836065574,716.2,2418.80278688525,45347.7778688525,215.18,298.404426229508,18202.67,27.3845901639344,16.08,11.3045901639344,7.00532786885246,427.325,1894.34245901639,39422.4493442623,176.68,406.623770491803,49608.1,31.5049180327869,20.2760655737705,1369.92,10.5597540983607,1288.29,2437.50114754098,48117.675,274.22,340.624262295082,41556.16,30.4238524590164,18.594262295082,1443.21,9.37315573770492,1143.525,2156.57262295082,42385.1136065574,391.86,Southwest,Texas
1995,"Beeville, TX",28.4008,97.7483,NA,28.99739262281633,389.812295081967,95114.2,31.4813114754098,18.5450819672131,12.9362295081967,10.0182581967213,2444.455,2108.74700819672,45251.3943032787,478.54,467.467666666667,14024.03,27.5686666666667,14.1976666666667,13.371,6.47733333333333,194.32,1428.217,45599.2833333333,49.27,391.257741935484,12128.99,31.6874193548387,20.361935483871,11.3254838709677,10.473064516129,324.665,2166.71387096774,48229.5167741936,78.02,431.353666666667,12940.61,32.969,20.423,12.546,11.0978333333333,332.935,2215.43166666667,49576.0543333333,78.52,427.059677419355,13238.85,36.2496774193548,22.7561290322581,13.4935483870968,13.8161290322581,428.3,2601.27290322581,49031.6516129032,28.32,367.493225806452,11392.29,35.3622580645161,23.3383870967742,12.0238709677419,13.7503225806452,426.26,2839.33387096774,46822.9074193548,71.43,388.546,11656.38,33.9463333333333,20.803,13.1433333333333,11.9765,359.295,2481.481,43823.4773333333,75.25,363.535483870968,11269.6,30.3864516129032,14.9438709677419,15.4425806451613,8.11112903225806,251.445,1717.03387096774,40704.2551612903,36.39,282.115,8463.45,23.422,11.296,12.126,4.24116666666667,127.235,1390.84633333333,38097.9166666667,61.34,428.738032786885,26153.02,29.6618032786885,17.3303278688525,12.3314754098361,8.50795081967213,518.985,1803.51868852459,46935.9593442623,127.29,429.171475409836,26179.46,34.6362295081967,21.6086885245902,13.0275409836066,12.479262295082,761.235,2411.51491803279,49299.3906557377,106.84,377.847049180328,23048.67,34.6659016393443,22.0914754098361,12.5744262295082,12.8779508196721,785.555,2663.3406557377,45347.7778688525,146.68,323.49262295082,19733.05,26.9613114754098,13.1498360655738,13.8114754098361,6.20786885245902,378.68,1556.6137704918,39422.4493442623,97.73,428.954754098361,52332.48,32.1490163934426,19.4695081967213,1546.9,10.493606557377,1280.22,2107.51680327869,48117.675,234.13,350.669836065574,42781.72,30.813606557377,17.6206557377049,1609.54,9.54290983606557,1164.235,2109.97721311475,42385.1136065574,244.41,Southwest,Texas
1996,"Beeville, TX",28.4008,97.7483,NA,31.31289852169529,398.037008196721,97121.03,31.8574180327869,19.7431147540984,12.1143032786885,10.757643442623,2624.865,1756.40586065574,45222.7742213115,416.77,475.901666666667,14277.05,28.6093333333333,14.0253333333333,14.584,7.265,217.95,629.031,45697.2916666667,11.01,433.606774193548,13441.81,32.7529032258064,21.8967741935484,10.8561290322581,11.9646774193548,370.905,1039.32322580645,48298.5941935484,0,455.039666666667,13651.19,34.8656666666667,22.823,12.0426666666667,13.2431666666667,397.295,1376.28066666667,49589.4343333333,118.72,449.610322580645,13937.92,36.3996774193548,23.7448387096774,12.6548387096774,14.4653225806452,448.425,2208.25935483871,48982.6493548387,0,358.376129032258,11109.66,34.8232258064516,23.5032258064516,11.32,13.5187096774194,419.08,2540.58290322581,46733.0625806452,156.72,370.326,11109.78,32.7086666666667,22.0456666666667,10.663,11.8881666666667,356.645,2679.955,43719.8036666667,71.98,346.417741935484,10738.95,29.4422580645161,17.0525806451613,12.3896774193548,8.24483870967742,255.59,2006.75806451613,40606.8390322581,16.37,295.155666666667,8854.67,25.058,12.6126666666667,12.4453333333333,5.29916666666667,158.975,1545.41333333333,38030.184,41.97,454.407540983607,27718.86,30.7150819672131,18.0255737704918,12.6895081967213,9.6533606557377,588.855,837.540163934426,47019.2650819672,11.01,452.280491803279,27589.11,35.6452459016393,23.2914754098361,12.3537704918033,13.864262295082,845.72,1799.08950819672,49281.0681967213,118.72,364.253114754098,22219.44,33.7832786885246,22.786393442623,10.9968852459016,12.7168032786885,775.725,2609.12655737705,45251.1319672131,228.7,321.206885245902,19593.62,27.2860655737705,14.8690163934426,12.4170491803279,6.79614754098361,414.565,1779.86721311475,39339.6316393443,58.34,453.344016393443,55307.97,33.1801639344262,20.6585245901639,1527.64,11.7588114754098,1434.575,1318.31483606557,48150.1666393443,129.73,342.73,41813.06,30.5346721311475,18.8277049180328,1428.25,9.75647540983607,1190.29,2194.4968852459,42295.3818032787,287.04,Southwest,Texas
1998,"Beeville, TX",28.4008,97.7483,NA,30.59134918137113,392.840163934426,191706,31.776393442623,20.5134836065574,11.2629098360656,10.8207172131148,5280.51,1844.4106147541,45251.3943032787,1469.24,439.941,26396.46,27.3153333333333,14.0106666666667,13.3046666666667,6.398,383.88,1596.218,45599.2833333333,53.96,432.19064516129,26795.82,32.9054838709677,20.4087096774194,12.4967741935484,11.1329032258065,690.24,1897.20322580645,48229.5167741936,0,461.414666666667,27684.88,36.415,24.821,11.594,14.854,891.24,1441.337,49576.0543333333,0,486.322258064516,30151.98,37.4990322580645,24.7012903225806,12.7977419354839,15.3246774193548,950.13,1220.53548387097,49031.6516129032,58.84,384.409677419355,23833.4,35.3841935483871,23.8948387096774,11.4893548387097,13.9241935483871,863.3,1937.1,46822.9074193548,297.18,346.916333333333,20814.98,32.709,23.2926666666667,9.41633333333333,12.4008333333333,744.05,2836.14266666667,43823.4773333333,229.92,319.105806451613,19784.56,28.1487096774194,18.1174193548387,10.0312903225806,7.89193548387097,489.3,2132.60483870968,40704.2551612903,589.1,270.732,16243.92,23.6066666666667,14.6923333333333,8.91433333333333,4.47283333333333,268.37,1700.48366666667,38097.9166666667,240.24,436.002295081967,53192.28,30.1562295081967,17.262131147541,12.8940983606557,8.80426229508197,1074.12,1749.17770491803,46935.9593442623,53.96,474.07262295082,57836.86,36.9659016393443,24.7601639344262,12.205737704918,15.0931967213115,1841.37,1329.12639344262,49299.3906557377,58.84,365.970327868852,44648.38,34.068524590163896,23.5986885245902,10.4698360655738,13.175,1607.35,2379.25213114754,45347.7778688525,527.1,295.315409836066,36028.48,25.9149180327869,16.4329508196721,9.48196721311475,6.21040983606557,757.67,1920.0862295082,39422.4493442623,829.34,455.037459016393,111029.14,33.5610655737705,21.0111475409836,3062.18,11.9487295081967,2915.49,1539.15204918033,48117.675,112.8,330.642868852459,80676.86,29.9917213114754,20.0158196721311,2434.12,9.69270491803279,2365.02,2149.66918032787,42385.1136065574,1356.44,Southwest,Texas
1999,"Beeville, TX",28.4008,97.7483,NA,29.841138034971657,387.677459016393,94593.3,31.3420901639344,18.9764344262295,12.3656557377049,10.1206352459016,2469.435,2209.64639344262,45251.3943032787,485,434.133333333333,13024,28.2846666666667,17.1613333333333,11.1233333333333,7.7275,231.825,1614.23233333333,45599.2833333333,79.92,408.007096774194,12648.22,30.6751612903226,19.9890322580645,10.6861290322581,9.75145161290323,302.295,2245.58838709677,48229.5167741936,48.02,359.991666666667,10799.75,32.8223333333333,23.2013333333333,9.621,12.4118333333333,372.355,2791.47466666667,49576.0543333333,110.8,405.725483870968,12577.49,33.4983870967742,22.9690322580645,10.5293548387097,12.6337096774194,391.645,2805.38548387097,49031.6516129032,81.81,410.646774193548,12730.05,36.3306451612903,23.3887096774194,12.941935483871,14.1658064516129,439.14,2847.28096774194,46822.9074193548,82.3,394.916333333333,11847.49,33.19,19.9216666666667,13.2683333333333,11.0553333333333,331.66,2354.69666666667,43823.4773333333,51.54,361.59064516129,11209.31,29.118064516129,14.5496774193548,14.5683870967742,7.49225806451613,232.26,1709.01612903226,40704.2551612903,24.98,325.233,9756.99,26.6756666666667,10.4643333333333,16.2113333333333,5.6085,168.255,1283.87366666667,38097.9166666667,5.63,420.85606557377,25672.22,29.4995081967213,18.5983606557377,10.9011475409836,8.75606557377049,534.12,1935.08540983607,46935.9593442623,127.94,383.233442622951,23377.24,33.1659016393443,23.0832786885246,10.0826229508197,12.5245901639344,764,2798.54409836066,49299.3906557377,192.61,402.910491803279,24577.54,34.7860655737705,21.683606557377,13.1024590163934,12.6360655737705,770.8,2605.02639344262,45347.7778688525,133.84,343.709836065574,20966.3,27.9168852459016,12.5404918032787,15.376393442623,6.56581967213115,400.515,1499.92967213115,39422.4493442623,30.61,402.044754098361,49049.46,31.3327049180328,20.8408196721311,1280.01,10.6403278688525,1298.12,2366.81475409836,48117.675,320.55,373.310163934426,45543.84,31.3514754098361,17.1120491803279,1737.21,9.60094262295082,1171.315,2052.47803278689,42385.1136065574,164.45,Southwest,Texas
